City,Cuisines,Average Cost for two,Currency,Has Table booking,Has Online delivery,Is delivering now,Switch to order menu,Price range,Aggregate rating,Rating color,Rating text
New Delhi,"American, Fast Food, Salad, Healthy Food",500,Indian Rupees(Rs.),No,Yes,No,No,2,3.3,Orange,Average
Noida,Bakery,700,Indian Rupees(Rs.),No,No,No,No,2,3.0,Orange,Average
Noida,North Indian,200,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated
Edinburgh,"Burger, Grill",40,Pounds(��),No,No,No,No,3,4.0,Green,Very Good
Gurgaon,"North Indian, Mughlai, Chinese",500,Indian Rupees(Rs.),No,Yes,No,No,2,2.1,Red,Poor
New Delhi,"Bakery, Desserts",200,Indian Rupees(Rs.),No,No,No,No,1,3.0,Orange,Average
New Delhi,"North Indian, Mughlai",800,Indian Rupees(Rs.),Yes,Yes,No,No,2,3.4,Orange,Average
New Delhi,"Fast Food, Beverages",350,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated
Faridabad,"Bakery, Fast Food",200,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated
New Delhi,"Italian, Pizza, Fast Food",800,Indian Rupees(Rs.),No,Yes,No,No,2,3.1,Orange,Average
New Delhi,"Chinese, Fast Food",300,Indian Rupees(Rs.),No,No,No,No,1,2.5,Orange,Average
Des Moines,"Asian, Vegetarian, Vietnamese, Bubble Tea",10,Dollar($),No,No,No,No,1,4.4,Green,Very Good
New Delhi,"Continental, Italian, American",1400,Indian Rupees(Rs.),No,No,No,No,3,4.1,Green,Very Good
Noida,"North Indian, Chinese, Mughlai",600,Indian Rupees(Rs.),No,Yes,No,No,2,2.7,Orange,Average
New Delhi,"Continental, Chinese, North Indian",600,Indian Rupees(Rs.),Yes,No,No,No,2,3.5,Yellow,Good
Gurgaon,"North Indian, Mughlai",600,Indian Rupees(Rs.),No,No,No,No,2,0.0,White,Not rated
New Delhi,Fast Food,250,Indian Rupees(Rs.),No,Yes,No,No,1,0.0,White,Not rated
Tampa Bay,International,70,Dollar($),No,No,No,No,4,3.9,Yellow,Good
Gurgaon,"Bakery, Desserts",600,Indian Rupees(Rs.),No,Yes,Yes,No,2,2.9,Orange,Average
New Delhi,Cafe,450,Indian Rupees(Rs.),No,No,No,No,1,2.6,Orange,Average
New Delhi,"Beverages, Fast Food",150,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated
New Delhi,North Indian,350,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated
New Delhi,"North Indian, Chinese",1150,Indian Rupees(Rs.),Yes,Yes,No,No,3,3.4,Orange,Average
New Delhi,North Indian,1200,Indian Rupees(Rs.),Yes,No,No,No,3,2.9,Orange,Average
Gurgaon,Chinese,100,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated
New Delhi,Cafe,450,Indian Rupees(Rs.),No,Yes,No,No,1,3.4,Orange,Average
New Delhi,"Mithai, Street Food",150,Indian Rupees(Rs.),No,No,No,No,1,2.9,Orange,Average
New Delhi,"Italian, Pizza, Fast Food",800,Indian Rupees(Rs.),No,Yes,No,No,2,2.5,Orange,Average
New Delhi,North Indian,500,Indian Rupees(Rs.),No,Yes,Yes,No,2,2.5,Orange,Average
New Delhi,"North Indian, Mughlai",600,Indian Rupees(Rs.),No,No,No,No,2,3.2,Orange,Average
New Delhi,"Cafe, Fast Food, Bakery",500,Indian Rupees(Rs.),No,No,No,No,2,0.0,White,Not rated
Faridabad,"North Indian, Fast Food",300,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated
London,"Indian, Pakistani, Curry",80,Pounds(��),Yes,No,No,No,4,4.7,Dark Green,Excellent
New Delhi,"North Indian, Chinese, Mughlai",700,Indian Rupees(Rs.),No,Yes,No,No,2,2.9,Orange,Average
Gurgaon,Cafe,600,Indian Rupees(Rs.),No,No,No,No,2,0.0,White,Not rated
Waterloo,"Sandwich, Sushi, Tapas",25,Dollar($),No,No,No,No,2,3.6,Yellow,Good
Bangalore,"Continental, Italian, North Indian",1400,Indian Rupees(Rs.),No,No,No,No,3,3.9,Yellow,Good
New Delhi,"North Indian, Biryani",250,Indian Rupees(Rs.),No,No,No,No,1,3.0,Orange,Average
New Delhi,North Indian,400,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated
Gurgaon,"Chinese, Asian, Thai",500,Indian Rupees(Rs.),Yes,No,No,No,2,3.6,Yellow,Good
New Delhi,Cafe,450,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated
Noida,"Mexican, Fast Food",550,Indian Rupees(Rs.),No,Yes,No,No,2,3.6,Yellow,Good
New Delhi,"South Indian, Fast Food",300,Indian Rupees(Rs.),No,Yes,No,No,1,3.0,Orange,Average
New Delhi,"Pizza, Fast Food",700,Indian Rupees(Rs.),No,No,No,No,2,2.8,Orange,Average
New Delhi,"Chinese, Tibetan",600,Indian Rupees(Rs.),No,Yes,No,No,2,3.5,Yellow,Good
New Delhi,Desserts,450,Indian Rupees(Rs.),No,Yes,No,No,1,3.8,Yellow,Good
New Delhi,Chinese,600,Indian Rupees(Rs.),No,Yes,No,No,2,3.2,Orange,Average
New Delhi,"Bakery, Desserts",300,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated
Noida,"Biryani, Mughlai",300,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated
Ludhiana,"North Indian, Mughlai",800,Indian Rupees(Rs.),No,No,No,No,2,4.6,Dark Green,Excellent
Amritsar,"Fast Food, Italian",400,Indian Rupees(Rs.),No,No,No,No,2,3.5,Yellow,Good
Noida,"North Indian, Mughlai",600,Indian Rupees(Rs.),No,Yes,No,No,2,3.3,Orange,Average
Faridabad,Chinese,300,Indian Rupees(Rs.),No,No,No,No,1,2.8,Orange,Average
Gurgaon,"Mithai, Street Food",150,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated
S��o Paulo,"Brazilian, North Eastern",100,Brazilian Real(R$),No,No,No,No,4,4.4,Green,Very Good
New Delhi,Street Food,50,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated
New Delhi,"Ice Cream, Desserts",300,Indian Rupees(Rs.),No,Yes,No,No,1,4.0,Green,Very Good
Sandton,"Contemporary, Burger, European",250,Rand(R),No,No,No,No,3,4.0,Green,Very Good
Noida,"Bakery, Desserts",300,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated
New Delhi,"Italian, Pizza, Fast Food",1000,Indian Rupees(Rs.),No,Yes,No,No,3,2.4,Red,Poor
New Delhi,"Fast Food, Beverages",150,Indian Rupees(Rs.),No,No,No,No,1,3.3,Orange,Average
New Delhi,"Biryani, Mughlai, Bengali, North Indian",800,Indian Rupees(Rs.),No,Yes,No,No,2,3.7,Yellow,Good
Gurgaon,Cafe,1100,Indian Rupees(Rs.),No,No,No,No,3,4.3,Green,Very Good
New Delhi,North Indian,50,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated
Savannah,"Breakfast, Vegetarian",10,Dollar($),No,No,No,No,1,4.2,Green,Very Good
New Delhi,"North Indian, Mediterranean, Asian",1500,Indian Rupees(Rs.),Yes,No,No,No,3,3.8,Yellow,Good
New Delhi,"North Indian, Mughlai",120,Indian Rupees(Rs.),No,No,No,No,1,3.0,Orange,Average
Noida,"North Indian, Fast Food",900,Indian Rupees(Rs.),No,Yes,No,No,2,3.0,Orange,Average
New Delhi,"Mughlai, Fast Food",350,Indian Rupees(Rs.),No,No,No,No,1,3.2,Orange,Average
Gurgaon,"North Indian, Mughlai",900,Indian Rupees(Rs.),Yes,Yes,No,No,2,3.0,Orange,Average
S��o Paulo,"Brazilian, Grill",75,Brazilian Real(R$),No,No,No,No,3,3.9,Yellow,Good
Gurgaon,Fast Food,100,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated
Rio de Janeiro,"Brazilian, Bar Food",100,Brazilian Real(R$),No,No,No,No,4,4.9,Dark Green,Excellent
Faridabad,"Raw Meats, North Indian, Fast Food",350,Indian Rupees(Rs.),No,No,No,No,1,3.1,Orange,Average
London,"American, Burger",30,Pounds(��),No,No,No,No,2,4.1,Green,Very Good
New Delhi,"Tibetan, Chinese",600,Indian Rupees(Rs.),No,No,No,No,2,0.0,White,Not rated
New Delhi,"North Indian, South Indian, Chinese, Fast Food",600,Indian Rupees(Rs.),No,Yes,No,No,2,2.5,Orange,Average
New Delhi,"Raw Meats, North Indian, Fast Food",350,Indian Rupees(Rs.),No,No,No,No,1,3.1,Orange,Average
Gurgaon,"Continental, Finger Food, Chinese, North Indian",1600,Indian Rupees(Rs.),Yes,No,No,No,3,3.8,Yellow,Good
New Delhi,"Afghani, North Indian, Pakistani, Arabian",500,Indian Rupees(Rs.),No,No,No,No,2,0.0,White,Not rated
Mysore,"Pizza, Italian",700,Indian Rupees(Rs.),No,No,No,No,2,4.0,Green,Very Good
New Delhi,"Bakery, Fast Food",250,Indian Rupees(Rs.),No,No,No,No,1,1.9,Red,Poor
Davenport,"Sushi, Teriyaki",40,Dollar($),No,No,No,No,3,4.5,Dark Green,Excellent
Gurgaon,Fast Food,250,Indian Rupees(Rs.),No,Yes,No,No,1,0.0,White,Not rated
Bras�_lia,"American, Burger",50,Brazilian Real(R$),No,No,No,No,2,3.6,Yellow,Good
New Delhi,Bakery,400,Indian Rupees(Rs.),No,No,No,No,1,3.1,Orange,Average
Noida,Biryani,500,Indian Rupees(Rs.),No,Yes,No,No,2,3.5,Yellow,Good
Gurgaon,"Bakery, Desserts",200,Indian Rupees(Rs.),No,No,No,No,1,3.1,Orange,Average
Kolkata,"European, American",1900,Indian Rupees(Rs.),No,No,No,No,3,4.4,Green,Very Good
New Delhi,Bakery,250,Indian Rupees(Rs.),No,No,No,No,1,3.2,Orange,Average
New Delhi,"North Indian, Chinese",500,Indian Rupees(Rs.),No,Yes,No,No,2,3.0,Orange,Average
New Delhi,Street Food,100,Indian Rupees(Rs.),No,No,No,No,1,3.7,Yellow,Good
Nagpur,"Continental, Fast Food, Tea",250,Indian Rupees(Rs.),No,No,No,No,1,3.9,Yellow,Good
Gurgaon,"North Indian, Chinese",700,Indian Rupees(Rs.),No,Yes,No,No,2,3.5,Yellow,Good
New Delhi,"Pizza, Italian",900,Indian Rupees(Rs.),Yes,Yes,No,No,2,4.1,Green,Very Good
Rio de Janeiro,"Brazilian, Bar Food",80,Brazilian Real(R$),No,No,No,No,3,4.3,Green,Very Good
New Delhi,North Indian,100,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated
New Delhi,"Fast Food, Chinese",400,Indian Rupees(Rs.),No,Yes,No,No,1,3.4,Orange,Average
New Delhi,"Bakery, Desserts, Fast Food",350,Indian Rupees(Rs.),No,Yes,No,No,1,3.2,Orange,Average
Pocatello,"Pizza, Sandwich",10,Dollar($),No,No,No,No,1,3.8,Yellow,Good
Macon,"European, Italian, Mediterranean",70,Dollar($),No,No,No,No,4,4.2,Green,Very Good
Gurgaon,"Pizza, Fast Food",700,Indian Rupees(Rs.),No,No,No,No,2,2.3,Red,Poor
New Delhi,"Pizza, Fast Food",700,Indian Rupees(Rs.),No,No,No,No,2,3.2,Orange,Average
Boise,American,40,Dollar($),No,No,No,No,3,4.4,Green,Very Good
Noida,"Fast Food, Beverages",450,Indian Rupees(Rs.),No,Yes,No,No,1,2.6,Orange,Average
New Delhi,"Chinese, Fast Food",550,Indian Rupees(Rs.),No,No,No,No,2,2.6,Orange,Average
New Delhi,South Indian,300,Indian Rupees(Rs.),No,No,No,No,1,3.3,Orange,Average
Noida,Biryani,500,Indian Rupees(Rs.),No,No,No,No,2,0.0,White,Not rated
Gurgaon,"North Indian, Chinese, Fast Food",350,Indian Rupees(Rs.),No,Yes,No,No,1,2.5,Orange,Average
New Delhi,"Sushi, Japanese, Healthy Food",1000,Indian Rupees(Rs.),No,Yes,No,No,3,4.0,Green,Very Good
Gurgaon,"Bakery, Desserts",450,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated
Bhopal,Pizza,650,Indian Rupees(Rs.),No,No,No,No,2,4.1,Green,Very Good
New Delhi,Fast Food,250,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated
Aurangabad,"North Indian, Chinese, Continental, Italian",800,Indian Rupees(Rs.),No,No,No,No,3,3.6,Yellow,Good
New Delhi,"Chinese, Fast Food, North Indian",450,Indian Rupees(Rs.),No,No,No,No,1,3.2,Orange,Average
Noida,"Beverages, Fast Food",200,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated
Doha,Indian,250,Qatari Rial(QR),Yes,No,No,No,4,4.7,Dark Green,Excellent
Noida,"Bakery, Desserts",300,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated
New Delhi,Street Food,100,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated
New Delhi,"Italian, Pizza, Bakery",700,Indian Rupees(Rs.),Yes,Yes,No,No,2,2.6,Orange,Average
Noida,Cafe,650,Indian Rupees(Rs.),No,No,No,No,2,3.5,Yellow,Good
New Delhi,"Continental, North Indian",3000,Indian Rupees(Rs.),No,No,No,No,4,0.0,White,Not rated
New Delhi,South Indian,250,Indian Rupees(Rs.),No,No,No,No,1,3.4,Orange,Average
New Delhi,"Pizza, Fast Food",700,Indian Rupees(Rs.),No,No,No,No,2,2.9,Orange,Average
Nashik,North Indian,800,Indian Rupees(Rs.),No,No,No,No,3,3.5,Yellow,Good
New Delhi,Desserts,500,Indian Rupees(Rs.),No,Yes,No,No,2,3.8,Yellow,Good
New Delhi,"Ice Cream, Desserts",650,Indian Rupees(Rs.),No,Yes,No,No,2,4.0,Green,Very Good
Gurgaon,"Chinese, Thai, Asian",1300,Indian Rupees(Rs.),Yes,Yes,No,No,3,3.5,Yellow,Good
Coimbatore,"Parsi, North Indian",1200,Indian Rupees(Rs.),No,No,No,No,3,4.2,Green,Very Good
New Delhi,"European, Continental",6000,Indian Rupees(Rs.),Yes,No,No,No,4,3.2,Orange,Average
New Delhi,Street Food,100,Indian Rupees(Rs.),No,No,No,No,1,3.6,Yellow,Good
New Delhi,"South Indian, Chinese",350,Indian Rupees(Rs.),No,No,No,No,1,2.9,Orange,Average
New Delhi,Fast Food,250,Indian Rupees(Rs.),No,No,No,No,1,3.2,Orange,Average
Noida,"Chinese, North Indian",300,Indian Rupees(Rs.),No,No,No,No,1,3.1,Orange,Average
Mumbai,"Fast Food, Beverages, Desserts",1500,Indian Rupees(Rs.),No,No,No,No,3,4.2,Green,Very Good
New Delhi,South Indian,250,Indian Rupees(Rs.),No,No,No,No,1,2.8,Orange,Average
Gurgaon,"Ice Cream, Desserts",400,Indian Rupees(Rs.),No,Yes,No,No,1,3.4,Orange,Average
New Delhi,"North Indian, Chinese, Italian",600,Indian Rupees(Rs.),No,Yes,No,No,2,3.3,Orange,Average
Noida,"Continental, Fast Food, Italian",400,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated
New Delhi,"North Indian, Fast Food",600,Indian Rupees(Rs.),No,Yes,No,No,2,3.0,Orange,Average
New Delhi,North Indian,400,Indian Rupees(Rs.),No,No,No,No,1,3.0,Orange,Average
Rest of Hawaii,Breakfast,10,Dollar($),No,No,No,No,1,4.0,Green,Very Good
New Delhi,North Indian,150,Indian Rupees(Rs.),No,No,No,No,1,3.1,Orange,Average
New Delhi,Chinese,300,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated
Noida,"Cafe, Italian, Chinese, Continental",550,Indian Rupees(Rs.),No,Yes,No,No,2,3.7,Yellow,Good
Athens,Southern,10,Dollar($),No,No,No,No,1,4.5,Dark Green,Excellent
New Delhi,Continental,1600,Indian Rupees(Rs.),No,No,No,No,3,3.0,Orange,Average
Gurgaon,"North Indian, Mughlai, Chinese",250,Indian Rupees(Rs.),No,No,No,No,1,3.0,Orange,Average
Gurgaon,"Chinese, Thai, Japanese, Tibetan",800,Indian Rupees(Rs.),No,No,No,No,2,2.8,Orange,Average
New Delhi,North Indian,250,Indian Rupees(Rs.),No,No,No,No,1,2.9,Orange,Average
Noida,Chinese,350,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated
New Delhi,"North Indian, Chinese, Continental, Italian",1200,Indian Rupees(Rs.),Yes,No,No,No,3,3.5,Yellow,Good
New Delhi,"Chinese, Fast Food",400,Indian Rupees(Rs.),No,No,No,No,1,2.7,Orange,Average
New Delhi,"Bakery, Fast Food",250,Indian Rupees(Rs.),No,No,No,No,1,2.9,Orange,Average
Dalton,American,25,Dollar($),No,No,No,No,2,3.8,Yellow,Good
New Delhi,"Bakery, Desserts",300,Indian Rupees(Rs.),No,Yes,No,No,1,0.0,White,Not rated
Noida,North Indian,350,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated
New Delhi,"Cafe, American, Continental, Nepalese",500,Indian Rupees(Rs.),No,No,No,No,2,3.6,Yellow,Good
New Delhi,Fast Food,450,Indian Rupees(Rs.),No,Yes,No,No,1,3.9,Yellow,Good
New Delhi,"Cafe, Fast Food",500,Indian Rupees(Rs.),No,Yes,No,No,2,3.7,Yellow,Good
New Delhi,"American, Fast Food",500,Indian Rupees(Rs.),No,Yes,No,No,2,3.4,Orange,Average
Cedar Rapids/Iowa City,"American, Breakfast",25,Dollar($),No,No,No,No,2,4.1,Green,Very Good
New Delhi,"American, Asian, North Indian, Mexican, South Indian",500,Indian Rupees(Rs.),No,Yes,No,No,2,3.3,Orange,Average
Noida,"Mexican, Italian, Fast Food",550,Indian Rupees(Rs.),No,No,No,No,2,3.4,Orange,Average
Jakarta,"Sunda, Indonesian",200000,Indonesian Rupiah(IDR),No,No,No,No,3,4.9,Dark Green,Excellent
New Delhi,Ice Cream,300,Indian Rupees(Rs.),No,No,No,No,1,3.9,Yellow,Good
Noida,"Mithai, Street Food",150,Indian Rupees(Rs.),No,Yes,No,No,1,2.3,Red,Poor
New Delhi,"Street Food, North Indian, South Indian, Chinese, Mithai",550,Indian Rupees(Rs.),No,No,No,No,2,3.9,Yellow,Good
S��o Paulo,French,200,Brazilian Real(R$),No,No,No,No,4,3.4,Orange,Average
Waterloo,Chinese,10,Dollar($),No,No,No,No,1,3.8,Yellow,Good
New Delhi,North Indian,1500,Indian Rupees(Rs.),Yes,No,No,No,3,3.1,Orange,Average
New Delhi,Mithai,100,Indian Rupees(Rs.),No,No,No,No,1,2.8,Orange,Average
New Delhi,North Indian,200,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated
Varanasi,"North Indian, Cafe",400,Indian Rupees(Rs.),No,No,No,No,2,3.4,Orange,Average
New Delhi,"Fast Food, Chinese",300,Indian Rupees(Rs.),No,No,No,No,1,2.6,Orange,Average
New Delhi,North Indian,100,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated
Faridabad,"Fast Food, Chinese",300,Indian Rupees(Rs.),No,No,No,No,1,2.9,Orange,Average
Columbus,"Japanese, Sushi, Thai",40,Dollar($),No,No,No,No,3,3.7,Yellow,Good
Auckland,Chinese,35,NewZealand($),No,No,No,No,2,4.3,Green,Very Good
New Delhi,Chinese,450,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated
New Delhi,"Italian, Mediterranean, Continental, North Indian",1500,Indian Rupees(Rs.),Yes,No,No,No,3,3.9,Yellow,Good
Noida,"North Indian, Chinese",300,Indian Rupees(Rs.),No,No,No,No,1,2.9,Orange,Average
Noida,North Indian,200,Indian Rupees(Rs.),No,No,No,No,1,2.9,Orange,Average
Noida,"North Indian, Chinese, Fast Food",500,Indian Rupees(Rs.),No,No,No,No,2,2.9,Orange,Average
New Delhi,"South Indian, Fast Food, Street Food",500,Indian Rupees(Rs.),No,No,No,No,2,3.1,Orange,Average
New Delhi,"Chinese, Fast Food",450,Indian Rupees(Rs.),No,Yes,No,No,1,3.2,Orange,Average
Noida,"Burger, Desserts, Fast Food",600,Indian Rupees(Rs.),No,No,No,No,2,0.0,White,Not rated
New Delhi,"Pizza, Fast Food",700,Indian Rupees(Rs.),No,No,No,No,2,3.7,Yellow,Good
New Delhi,"Chinese, Fast Food",450,Indian Rupees(Rs.),No,No,No,No,1,3.6,Yellow,Good
New Delhi,Cafe,650,Indian Rupees(Rs.),No,No,No,No,2,3.6,Yellow,Good
New Delhi,North Indian,150,Indian Rupees(Rs.),No,No,No,No,1,3.6,Yellow,Good
New Delhi,South Indian,200,Indian Rupees(Rs.),No,No,No,No,1,3.0,Orange,Average
Noida,"South Indian, North Indian, Chinese",600,Indian Rupees(Rs.),No,Yes,No,No,2,3.2,Orange,Average
Noida,"Fast Food, Chinese",400,Indian Rupees(Rs.),No,No,No,No,1,2.8,Orange,Average
New Delhi,"Bakery, Desserts, Fast Food",1000,Indian Rupees(Rs.),Yes,No,No,No,3,3.7,Yellow,Good
Dalton,"American, Burger",10,Dollar($),No,No,No,No,1,4.1,Green,Very Good
New Delhi,"South Indian, North Indian, Chinese",600,Indian Rupees(Rs.),No,Yes,No,No,2,2.4,Red,Poor
New Delhi,"Burger, Desserts, Fast Food",600,Indian Rupees(Rs.),No,Yes,No,No,2,3.8,Yellow,Good
New Delhi,"Pizza, Fast Food",700,Indian Rupees(Rs.),No,No,No,No,2,2.8,Orange,Average
New Delhi,"North Indian, Chinese",600,Indian Rupees(Rs.),No,Yes,No,No,2,2.6,Orange,Average
Gurgaon,"Continental, Italian",1700,Indian Rupees(Rs.),Yes,No,No,No,3,3.7,Yellow,Good
New Delhi,"Mithai, Street Food",200,Indian Rupees(Rs.),No,No,No,No,1,3.8,Yellow,Good
New Delhi,"North Indian, Mughlai",700,Indian Rupees(Rs.),No,No,No,No,2,2.8,Orange,Average
Gurgaon,"South Indian, North Indian, Chinese",300,Indian Rupees(Rs.),No,No,No,No,1,3.4,Orange,Average
New Delhi,"South Indian, North Indian, Chinese",500,Indian Rupees(Rs.),No,Yes,No,No,2,3.7,Yellow,Good
New Delhi,"Chinese, Fast Food",450,Indian Rupees(Rs.),No,No,No,No,1,3.3,Orange,Average
Gurgaon,Ice Cream,200,Indian Rupees(Rs.),No,No,No,No,1,3.0,Orange,Average
New Delhi,Pizza,600,Indian Rupees(Rs.),No,Yes,No,No,2,2.5,Orange,Average
Princeton,Seafood,70,Dollar($),No,No,No,No,4,4.0,Green,Very Good
Noida,"Biryani, Mughlai",700,Indian Rupees(Rs.),No,Yes,No,No,2,4.1,Green,Very Good
New Delhi,"South Indian, North Indian, Chinese",600,Indian Rupees(Rs.),No,Yes,No,No,2,2.7,Orange,Average
Bhopal,Fast Food,500,Indian Rupees(Rs.),No,No,No,No,2,4.1,Green,Very Good
Gurgaon,"North Indian, Chinese",400,Indian Rupees(Rs.),No,Yes,No,No,1,3.9,Yellow,Good
Ahmedabad,"Fast Food, Street Food, South Indian",450,Indian Rupees(Rs.),No,No,No,No,2,4.4,Green,Very Good
Gurgaon,"North Indian, Asian, Continental",1500,Indian Rupees(Rs.),Yes,No,No,No,3,3.8,Yellow,Good
Nashik,North Indian,1100,Indian Rupees(Rs.),No,No,No,No,4,3.8,Yellow,Good
New Delhi,Fast Food,300,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated
Noida,North Indian,300,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated
New Delhi,"Mughlai, North Indian",1000,Indian Rupees(Rs.),Yes,Yes,No,No,3,3.3,Orange,Average
Macon,,40,Dollar($),No,No,No,No,3,3.8,Yellow,Good
New Delhi,"European, Continental, North Indian",3000,Indian Rupees(Rs.),Yes,No,No,No,4,3.5,Yellow,Good
New Delhi,"North Indian, Chinese, Italian",1200,Indian Rupees(Rs.),No,No,No,No,3,0.0,White,Not rated
New Delhi,"North Indian, Chinese, Continental, Italian",800,Indian Rupees(Rs.),Yes,Yes,No,No,2,3.9,Yellow,Good
Gurgaon,"American, Fast Food, Salad, Healthy Food",500,Indian Rupees(Rs.),No,Yes,No,No,2,2.9,Orange,Average
New Delhi,"Bakery, Desserts",300,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated
Noida,Chinese,250,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated
New Delhi,North Indian,500,Indian Rupees(Rs.),No,No,No,No,2,3.4,Orange,Average
New Delhi,"North Indian, Mughlai, Chinese",400,Indian Rupees(Rs.),No,Yes,No,No,1,2.0,Red,Poor
Gurgaon,"Finger Food, North Indian, Italian, European, Continental",2500,Indian Rupees(Rs.),No,No,No,No,4,4.1,Green,Very Good
New Delhi,Fast Food,450,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated
New Delhi,"North Indian, Chinese, Mughlai",800,Indian Rupees(Rs.),No,No,No,No,2,3.2,Orange,Average
New Delhi,"Fast Food, Desserts",400,Indian Rupees(Rs.),No,Yes,No,No,1,3.5,Yellow,Good
Noida,North Indian,450,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated
Gurgaon,Cafe,650,Indian Rupees(Rs.),No,Yes,No,No,2,3.2,Orange,Average
New Delhi,Mughlai,100,Indian Rupees(Rs.),No,No,No,No,1,3.0,Orange,Average
New Delhi,"Chinese, North Indian",900,Indian Rupees(Rs.),Yes,No,No,No,2,3.3,Orange,Average
Gurgaon,"North Indian, Street Food, Beverages",1000,Indian Rupees(Rs.),Yes,Yes,No,No,3,3.8,Yellow,Good
Secunderabad,"Cafe, Continental",800,Indian Rupees(Rs.),Yes,No,No,No,2,4.6,Dark Green,Excellent
New Delhi,"Burger, Desserts, Fast Food",600,Indian Rupees(Rs.),No,No,No,No,2,3.5,Yellow,Good
Rio de Janeiro,Brazilian,40,Brazilian Real(R$),No,No,No,No,2,4.2,Green,Very Good
New Delhi,Fast Food,200,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated
New Delhi,"American, Fast Food, Salad, Healthy Food",500,Indian Rupees(Rs.),No,Yes,No,No,2,3.1,Orange,Average
New Delhi,"North Indian, Chinese, Mughlai",700,Indian Rupees(Rs.),No,Yes,No,No,2,2.1,Red,Poor
Gurgaon,"Pizza, Fast Food",700,Indian Rupees(Rs.),No,No,No,No,2,3.6,Yellow,Good
New Delhi,"American, Fast Food",400,Indian Rupees(Rs.),No,No,No,No,1,2.6,Orange,Average
Noida,"North Indian, Chinese",550,Indian Rupees(Rs.),No,No,No,No,2,2.9,Orange,Average
New Delhi,"Bakery, Fast Food",300,Indian Rupees(Rs.),No,No,No,No,1,3.7,Yellow,Good
Gurgaon,"North Indian, Chinese",600,Indian Rupees(Rs.),No,Yes,No,No,2,3.2,Orange,Average
New Delhi,"North Indian, Mughlai",500,Indian Rupees(Rs.),No,No,No,No,2,0.0,White,Not rated
New Delhi,North Indian,350,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated
New Delhi,Cafe,500,Indian Rupees(Rs.),No,Yes,No,No,2,3.9,Yellow,Good
New Delhi,Fast Food,250,Indian Rupees(Rs.),No,No,No,No,1,3.1,Orange,Average
Bangalore,"Asian, Mediterranean, North Indian",1200,Indian Rupees(Rs.),Yes,No,No,No,3,4.4,Green,Very Good
New Delhi,Cafe,450,Indian Rupees(Rs.),No,No,No,No,1,2.6,Orange,Average
New Delhi,"Mughlai, North Indian",450,Indian Rupees(Rs.),No,Yes,No,No,1,0.0,White,Not rated
Valdosta,"Burger, Bar Food, Vegetarian",10,Dollar($),No,No,No,No,1,3.8,Yellow,Good
New Delhi,North Indian,250,Indian Rupees(Rs.),No,No,No,No,1,3.3,Orange,Average
New Delhi,"North Indian, Mughlai, Chinese",1400,Indian Rupees(Rs.),Yes,No,No,No,3,3.3,Orange,Average
New Delhi,Cafe,450,Indian Rupees(Rs.),No,No,No,No,1,2.8,Orange,Average
New Delhi,"North Indian, Mughlai",600,Indian Rupees(Rs.),No,No,No,No,2,3.2,Orange,Average
